,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0022641699979430996,469.0,0.0,True,100,0.9,1000
1,1,2.194169555004919,539.0,2.0,True,100,0.9,1000
2,2,4.331056335999165,539.0,3.0,True,100,0.9,1000
3,3,6.481775726002525,539.0,4.0,True,100,0.9,1000
4,4,8.691594206000445,548.0,6.0,True,100,0.9,1000
5,5,10.831707707002352,548.0,7.0,True,100,0.9,1000
6,6,13.014541668002494,548.0,8.0,True,100,0.9,1000
7,7,15.215661225003714,548.0,9.0,True,100,0.9,1000
8,8,17.36164500599989,548.0,10.0,True,100,0.9,1000
9,9,19.514734812000825,548.0,11.0,True,100,0.9,1000
10,10,21.68325374199776,548.0,12.0,True,100,0.9,1000
11,11,23.914946461998625,559.0,14.0,True,100,0.9,1000
12,12,26.10040752599889,559.0,15.0,True,100,0.9,1000
13,13,28.27655175000109,559.0,16.0,True,100,0.9,1000
14,14,30.505946153003606,559.0,17.0,True,100,0.9,1000
15,15,32.67691075900075,559.0,18.0,True,100,0.9,1000
16,16,34.87313979300234,559.0,19.0,True,100,0.9,1000
17,17,37.073628930003906,559.0,20.0,True,100,0.9,1000
18,18,39.31493712500378,559.0,21.0,True,100,0.9,1000
19,19,41.50624857000366,559.0,22.0,True,100,0.9,1000
20,20,43.70858551499987,559.0,23.0,True,100,0.9,1000
21,21,45.918382005998865,559.0,24.0,True,100,0.9,1000
22,22,48.162586589001876,559.0,25.0,True,100,0.9,1000
23,23,50.34547850100353,559.0,26.0,True,100,0.9,1000
24,24,52.53467524100415,559.0,27.0,True,100,0.9,1000
25,25,54.73158118900028,559.0,28.0,True,100,0.9,1000
26,26,56.98230361899914,559.0,29.0,True,100,0.9,1000
27,27,59.178171245002886,563.0,31.0,True,100,0.9,1000
28,28,61.372732618001464,563.0,32.0,True,100,0.9,1000
29,29,63.56486242700339,563.0,33.0,True,100,0.9,1000
30,30,65.82492217700201,569.0,35.0,True,100,0.9,1000
31,31,68.0739712700015,569.0,36.0,True,100,0.9,1000
32,32,70.29847310700279,569.0,37.0,True,100,0.9,1000
33,33,72.49677491900366,578.0,39.0,True,100,0.9,1000
34,34,74.70824128400272,578.0,40.0,True,100,0.9,1000
35,35,76.99742013600189,578.0,41.0,True,100,0.9,1000
36,36,79.22352877700177,578.0,42.0,True,100,0.9,1000
37,37,81.42508656599966,578.0,43.0,True,100,0.9,1000
38,38,83.6249794930045,578.0,44.0,True,100,0.9,1000
39,39,85.90915067699825,578.0,45.0,True,100,0.9,1000
40,40,88.14107385399984,579.0,47.0,True,100,0.9,1000
41,41,90.36214026300149,579.0,48.0,True,100,0.9,1000
42,42,92.6114984970045,579.0,49.0,True,100,0.9,1000
43,43,94.82538303400361,592.0,51.0,True,100,0.9,1000
44,44,97.07261521399778,592.0,52.0,True,100,0.9,1000
45,45,99.28936709800473,592.0,53.0,True,100,0.9,1000
46,46,101.5073228149995,592.0,54.0,True,100,0.9,1000
47,47,103.72735461800039,592.0,55.0,True,100,0.9,1000
48,48,105.94115450500249,592.0,56.0,True,100,0.9,1000
49,49,108.19198687699827,594.0,58.0,True,100,0.9,1000
50,50,110.41452614700393,594.0,59.0,True,100,0.9,1000
51,51,112.65440331800346,594.0,60.0,True,100,0.9,1000
52,52,114.86471764100133,596.0,62.0,True,100,0.9,1000
53,53,117.10791999500361,596.0,63.0,True,100,0.9,1000
54,54,119.5201260610047,599.0,65.0,True,100,0.9,1000
55,55,121.81111099100235,602.0,67.0,True,100,0.9,1000
56,56,124.0584034420026,602.0,68.0,True,100,0.9,1000
57,57,126.30657746500219,604.0,70.0,True,100,0.9,1000
58,58,128.55544129700138,605.0,72.0,True,100,0.9,1000
59,59,130.9098072390043,607.0,74.0,True,100,0.9,1000
60,60,133.2397226489993,611.0,76.0,True,100,0.9,1000
61,61,135.49218617800216,611.0,77.0,True,100,0.9,1000
62,62,137.74835352600348,611.0,78.0,True,100,0.9,1000
63,63,139.98603272800392,615.0,80.0,True,100,0.9,1000
64,64,142.2232603070006,615.0,81.0,True,100,0.9,1000
65,65,144.493397309001,615.0,82.0,True,100,0.9,1000
66,66,146.7487451929992,615.0,83.0,True,100,0.9,1000
67,67,148.98915754200425,622.0,85.0,True,100,0.9,1000
68,68,151.23136722799973,628.0,87.0,True,100,0.9,1000
69,69,153.49107195300166,628.0,88.0,True,100,0.9,1000
70,70,155.78865928400046,628.0,89.0,True,100,0.9,1000
71,71,158.0573188089984,628.0,90.0,True,100,0.9,1000
72,72,160.30182120700192,628.0,91.0,True,100,0.9,1000
73,73,162.54201969299902,628.0,92.0,True,100,0.9,1000
74,74,164.8059684990003,628.0,93.0,True,100,0.9,1000
75,75,167.04995167900051,629.0,95.0,True,100,0.9,1000
76,76,169.2776810170035,629.0,96.0,True,100,0.9,1000
77,77,171.53990788599913,629.0,97.0,True,100,0.9,1000
78,78,173.7953030139979,633.0,99.0,True,100,0.9,1000
79,79,176.026854679003,643.0,101.0,True,100,0.9,1000
80,80,178.24849778300268,643.0,102.0,True,100,0.9,1000
81,81,180.5531287210033,643.0,103.0,True,100,0.9,1000
82,82,182.84256065400405,643.0,104.0,True,100,0.9,1000
83,83,185.13508540899784,643.0,105.0,True,100,0.9,1000
84,84,187.394739768999,643.0,106.0,True,100,0.9,1000
85,85,189.63683170500008,653.0,108.0,True,100,0.9,1000
86,86,191.87097289899975,653.0,109.0,True,100,0.9,1000
87,87,194.17116178300057,653.0,110.0,True,100,0.9,1000
88,88,196.41348133599968,653.0,111.0,True,100,0.9,1000
89,89,198.68260264200217,653.0,112.0,True,100,0.9,1000
90,90,200.99544301199785,653.0,113.0,True,100,0.9,1000
91,91,203.23554583100486,653.0,114.0,True,100,0.9,1000
92,92,205.5191713930035,653.0,115.0,True,100,0.9,1000
93,93,207.7801193589985,653.0,116.0,True,100,0.9,1000
94,94,210.0481244399998,653.0,117.0,True,100,0.9,1000
95,95,212.37066510799923,653.0,118.0,True,100,0.9,1000
96,96,214.70490099699964,653.0,119.0,True,100,0.9,1000
97,97,216.9719224779983,653.0,120.0,True,100,0.9,1000
98,98,219.22861473100056,653.0,121.0,True,100,0.9,1000
99,99,221.50662448500225,653.0,122.0,True,100,0.9,1000
100,100,223.7615940379983,653.0,123.0,True,100,0.9,1000
101,101,226.03628064999793,653.0,124.0,True,100,0.9,1000
102,102,228.3123981050012,653.0,125.0,True,100,0.9,1000
103,103,230.66591708100168,653.0,126.0,True,100,0.9,1000
104,104,232.8690123070046,653.0,127.0,True,100,0.9,1000
105,105,235.0966663549989,653.0,128.0,True,100,0.9,1000
106,106,237.36120168300113,653.0,129.0,True,100,0.9,1000
107,107,239.6247089230019,653.0,130.0,True,100,0.9,1000
108,108,241.90112710899848,655.0,132.0,True,100,0.9,1000
109,109,244.1239571039987,657.0,134.0,True,100,0.9,1000
110,110,246.48340123899834,657.0,135.0,True,100,0.9,1000
111,111,248.76483362,657.0,136.0,True,100,0.9,1000
112,112,251.02606139099953,657.0,137.0,True,100,0.9,1000
113,113,253.31531726800313,661.0,139.0,True,100,0.9,1000
114,114,255.53648418000375,661.0,140.0,True,100,0.9,1000
115,115,257.7749704989983,661.0,141.0,True,100,0.9,1000
116,116,260.0842254620002,661.0,142.0,True,100,0.9,1000
117,117,262.4032254820049,661.0,143.0,True,100,0.9,1000
118,118,264.76924330600013,661.0,144.0,True,100,0.9,1000
119,119,267.0983359419988,661.0,145.0,True,100,0.9,1000
120,120,269.3396688120047,661.0,146.0,True,100,0.9,1000
121,121,271.60758166400046,663.0,148.0,True,100,0.9,1000
122,122,273.89218339799845,663.0,149.0,True,100,0.9,1000
123,123,276.13504134300456,663.0,150.0,True,100,0.9,1000
124,124,278.36106262900284,663.0,151.0,True,100,0.9,1000
