Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.0024232079999961798,5.0,100.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
1,0.021003915999997957,14.0,202.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
2,0.03825025000000437,14.0,303.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
3,0.0559055000000086,14.0,404.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
4,0.07257866599999829,16.0,506.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
5,0.09031075000000044,16.0,607.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
6,0.10562270799999851,16.0,708.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
7,0.1211653750000039,17.0,810.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
8,0.138483082999997,17.0,911.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
9,0.15352416599999685,17.0,1012.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
10,0.1684731659999983,17.0,1113.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
11,0.18643300000000806,112.0,1215.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
12,0.20312829099999874,112.0,1316.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
13,0.2202259999999967,112.0,1417.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
14,0.23778870799999652,112.0,1518.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
15,0.25376174999999535,113.0,1620.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
16,0.2723634160000046,113.0,1721.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
17,0.29294666600000596,113.0,1822.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
18,0.3148744580000056,113.0,1923.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
19,0.3368706659999958,113.0,2024.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
20,0.3581410409999961,114.0,2126.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
21,0.3782203330000016,114.0,2227.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
22,0.39960416600000315,114.0,2328.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
23,0.4209998329999962,115.0,2430.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
24,0.443218083000005,115.0,2531.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
25,0.46369624999999814,115.0,2632.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
26,0.48257058299999755,115.0,2733.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
27,0.5025890410000073,115.0,2834.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
28,0.5232642910000038,115.0,2935.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
29,0.5431888749999985,115.0,3036.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
30,0.563876625000006,115.0,3137.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
31,0.5861771659999988,115.0,3238.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
32,0.6084277500000042,115.0,3339.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
33,0.6320463330000052,117.0,3441.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
34,0.6566810829999952,117.0,3542.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
35,0.6802947080000052,117.0,3643.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
36,0.7021693749999969,117.0,3744.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
37,0.7245855830000067,117.0,3845.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
38,0.7483006249999988,117.0,3946.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
39,0.7730903749999953,117.0,4047.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
40,0.7956740830000086,117.0,4148.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
41,0.8172489580000075,117.0,4249.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
42,0.837851999999998,117.0,4350.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
43,0.8600162080000047,117.0,4451.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
44,0.8835045000000008,117.0,4552.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
45,0.9071045409999954,117.0,4653.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
46,0.9313110829999971,117.0,4754.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
47,0.9582878749999963,117.0,4855.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
48,0.9806567500000085,117.0,4956.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
49,1.0004385410000083,117.0,5057.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
50,1.020333750000006,117.0,5158.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
51,1.0405318330000028,117.0,5259.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
52,1.061659583000008,117.0,5360.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
53,1.0826052500000003,117.0,5461.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
54,1.1033629159999947,117.0,5562.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
55,1.123390833000002,117.0,5663.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
56,1.1443647079999977,117.0,5764.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
57,1.1663503750000075,117.0,5865.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
58,1.1860192080000047,117.0,5966.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
59,1.204991082999996,117.0,6067.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
60,1.2246605410000058,117.0,6168.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
61,1.2442288330000082,117.0,6269.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
62,1.2630910000000029,117.0,6370.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
63,1.2843812499999956,117.0,6471.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
64,1.3055800829999953,117.0,6572.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
65,1.326826749999995,117.0,6673.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
66,1.3503791250000035,117.0,6774.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
67,1.373149374999997,117.0,6875.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
68,1.395482333000004,117.0,6976.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
69,1.4182025829999958,117.0,7077.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
70,1.4399631250000056,117.0,7178.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
71,1.4633193330000012,117.0,7279.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
72,1.4863536659999994,117.0,7380.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
73,1.5088855000000052,117.0,7481.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
74,1.5297579580000047,117.0,7582.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
75,1.5508499580000006,117.0,7683.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
76,1.5721018750000013,117.0,7784.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
77,1.591880916000008,117.0,7885.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
78,1.6115324579999992,117.0,7986.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
79,1.6327250829999969,117.0,8087.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
80,1.6533341250000007,117.0,8188.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
81,1.6736108750000085,117.0,8289.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
82,1.6948152909999976,117.0,8390.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
83,1.7158250410000022,117.0,8491.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
84,1.7371403749999956,117.0,8592.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
85,1.7569805830000007,117.0,8693.0,True,100,0.5,1000000000,0,0,100,1000000000.0,1000,100,0.5
