,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.003650279002613388,100.0,0.0,10000.0,10000
1,1,0.009804077999433503,102.0,2.0,10000.0,10000
2,2,0.013385995000135154,105.0,4.0,10000.0,10000
3,3,0.017012308002449572,108.0,6.0,10000.0,10000
4,4,0.020714587000838947,109.0,8.0,10000.0,10000
5,5,0.02424365399929229,110.0,10.0,10000.0,10000
6,6,0.027725439998903312,106.0,12.0,10000.0,10000
7,7,0.03123557999788318,107.0,14.0,10000.0,10000
8,8,0.03480665700044483,108.0,16.0,10000.0,10000
9,9,0.038412481000705156,108.0,18.0,10000.0,10000
10,10,0.04186167499574367,106.0,20.0,10000.0,10000
11,11,0.0455270929960534,105.0,22.0,10000.0,10000
12,12,0.04913272600242635,106.0,24.0,10000.0,10000
13,13,0.05266604099597316,112.0,26.0,10000.0,10000
14,14,0.0561991950016818,114.0,28.0,10000.0,10000
15,15,0.05978425899957074,110.0,30.0,10000.0,10000
16,16,0.06320433699875139,107.0,32.0,10000.0,10000
17,17,0.06658118199993623,107.0,34.0,10000.0,10000
18,18,0.07001052700070431,107.0,36.0,10000.0,10000
19,19,0.07369882900093216,106.0,38.0,10000.0,10000
20,20,0.07740143899718532,108.0,40.0,10000.0,10000
21,21,0.08087002899992513,108.0,42.0,10000.0,10000
22,22,0.0843228200028534,110.0,44.0,10000.0,10000
23,23,0.08773874899634393,112.0,46.0,10000.0,10000
24,24,0.09120750000147382,114.0,48.0,10000.0,10000
25,25,0.09477008099929662,112.0,50.0,10000.0,10000
26,26,0.09837499300192576,113.0,52.0,10000.0,10000
27,27,0.10196857399569126,112.0,54.0,10000.0,10000
28,28,0.10545524900226155,111.0,56.0,10000.0,10000
29,29,0.10899940499803051,112.0,58.0,10000.0,10000
30,30,0.11250946499785641,113.0,60.0,10000.0,10000
31,31,0.11601833299937425,113.0,62.0,10000.0,10000
32,32,0.11945957099669613,115.0,64.0,10000.0,10000
33,33,0.12291615799767897,114.0,66.0,10000.0,10000
34,34,0.12646263799979351,113.0,68.0,10000.0,10000
35,35,0.1299448650024715,115.0,70.0,10000.0,10000
36,36,0.13346787999762455,116.0,72.0,10000.0,10000
37,37,0.13698686700081453,116.0,74.0,10000.0,10000
38,38,0.14045123999676434,117.0,76.0,10000.0,10000
39,39,0.14392741499614203,117.0,78.0,10000.0,10000
40,40,0.14738129699981073,118.0,80.0,10000.0,10000
41,41,0.15091803899849765,118.0,82.0,10000.0,10000
42,42,0.1545932559965877,119.0,84.0,10000.0,10000
43,43,0.15814652900007786,116.0,86.0,10000.0,10000
44,44,0.161574120997102,115.0,88.0,10000.0,10000
45,45,0.1650010020021,114.0,90.0,10000.0,10000
46,46,0.16843655899720034,116.0,92.0,10000.0,10000
47,47,0.1719367699988652,112.0,94.0,10000.0,10000
