,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.014472434995695949,1.0,500.0,500,0.1,1000
1,1,0.051760988077148795,9.0,1002.0,500,0.1,1000
2,2,0.08201786712743342,15.0,1504.0,500,0.1,1000
3,3,0.11224080203101039,15.0,2005.0,500,0.1,1000
4,4,0.14396508014760911,15.0,2506.0,500,0.1,1000
5,5,0.17408589413389564,15.0,3007.0,500,0.1,1000
6,6,0.20442782202735543,31.0,3509.0,500,0.1,1000
7,7,0.24267681408673525,31.0,4010.0,500,0.1,1000
8,8,0.2810239000245929,31.0,4511.0,500,0.1,1000
9,9,0.3097247639670968,31.0,5012.0,500,0.1,1000
10,10,0.339574309065938,31.0,5513.0,500,0.1,1000
11,11,0.36863506701774895,31.0,6014.0,500,0.1,1000
12,12,0.3979240821208805,31.0,6515.0,500,0.1,1000
13,13,0.4274859591387212,31.0,7016.0,500,0.1,1000
14,14,0.4578508499544114,31.0,7517.0,500,0.1,1000
15,15,0.491196156013757,31.0,8018.0,500,0.1,1000
16,16,0.5209178519435227,31.0,8519.0,500,0.1,1000
17,17,0.5511677479371428,31.0,9020.0,500,0.1,1000
18,18,0.5808008171152323,31.0,9521.0,500,0.1,1000
19,19,0.6098059811629355,31.0,10022.0,500,0.1,1000
20,20,0.6398441200144589,31.0,10523.0,500,0.1,1000
21,21,0.6692620471585542,31.0,11024.0,500,0.1,1000
22,22,0.6988696590997279,31.0,11525.0,500,0.1,1000
23,23,0.7288221281487495,31.0,12026.0,500,0.1,1000
24,24,0.7586907190270722,31.0,12527.0,500,0.1,1000
25,25,0.7882296531461179,31.0,13028.0,500,0.1,1000
26,26,0.8185726529918611,31.0,13529.0,500,0.1,1000
27,27,0.8483342239633203,31.0,14030.0,500,0.1,1000
28,28,0.8784178791102022,31.0,14531.0,500,0.1,1000
29,29,0.90958910016343,31.0,15032.0,500,0.1,1000
30,30,0.9418828850612044,31.0,15533.0,500,0.1,1000
31,31,0.9741639271378517,31.0,16034.0,500,0.1,1000
32,32,1.0055944251362234,31.0,16535.0,500,0.1,1000
33,33,1.0408182791434228,31.0,17036.0,500,0.1,1000
34,34,1.0730763380415738,31.0,17537.0,500,0.1,1000
35,35,1.1029561499599367,31.0,18038.0,500,0.1,1000
36,36,1.132868133019656,31.0,18539.0,500,0.1,1000
37,37,1.1638954260852188,31.0,19040.0,500,0.1,1000
38,38,1.1958284249994904,31.0,19541.0,500,0.1,1000
39,39,1.2249714769423008,31.0,20042.0,500,0.1,1000
40,40,1.2580322790890932,31.0,20543.0,500,0.1,1000
41,41,1.2900015369523317,31.0,21044.0,500,0.1,1000
42,42,1.3211130660492927,31.0,21545.0,500,0.1,1000
43,43,1.3506370121613145,31.0,22046.0,500,0.1,1000
44,44,1.3808068479411304,31.0,22547.0,500,0.1,1000
45,45,1.4124891080427915,31.0,23048.0,500,0.1,1000
46,46,1.4422677401453257,31.0,23549.0,500,0.1,1000
47,47,1.4722837680019438,31.0,24050.0,500,0.1,1000
48,48,1.5024016660172492,31.0,24551.0,500,0.1,1000
49,49,1.5327088090125471,31.0,25052.0,500,0.1,1000
50,50,1.5622272349428385,31.0,25553.0,500,0.1,1000
51,51,1.5913600879721344,31.0,26054.0,500,0.1,1000
52,52,1.620736527023837,31.0,26555.0,500,0.1,1000
53,53,1.6513589611276984,31.0,27056.0,500,0.1,1000
54,54,1.6807239290792495,31.0,27557.0,500,0.1,1000
55,55,1.7101962980814278,31.0,28058.0,500,0.1,1000
56,56,1.741395713062957,31.0,28559.0,500,0.1,1000
57,57,1.7711696571204811,31.0,29060.0,500,0.1,1000
58,58,1.8004364010412246,31.0,29561.0,500,0.1,1000
59,59,1.830369564006105,31.0,30062.0,500,0.1,1000
60,60,1.8605567631311715,31.0,30563.0,500,0.1,1000
61,61,1.8894486741628498,31.0,31064.0,500,0.1,1000
62,62,1.9188770209439099,31.0,31565.0,500,0.1,1000
63,63,1.9482321799732745,31.0,32066.0,500,0.1,1000
64,64,1.9779415531083941,31.0,32567.0,500,0.1,1000
65,65,2.008576752152294,31.0,33068.0,500,0.1,1000
66,66,2.039769734023139,31.0,33569.0,500,0.1,1000
67,67,2.069572221953422,31.0,34070.0,500,0.1,1000
68,68,2.1027608041185886,31.0,34571.0,500,0.1,1000
69,69,2.1324167370330542,31.0,35072.0,500,0.1,1000
70,70,2.162019581068307,31.0,35573.0,500,0.1,1000
71,71,2.1917701710481197,31.0,36074.0,500,0.1,1000
72,72,2.2220007211435586,31.0,36575.0,500,0.1,1000
73,73,2.2530514269601554,31.0,37076.0,500,0.1,1000
74,74,2.284943650010973,31.0,37577.0,500,0.1,1000
75,75,2.314154149033129,31.0,38078.0,500,0.1,1000
76,76,2.343937751138583,31.0,38579.0,500,0.1,1000
77,77,2.3740940920542926,31.0,39080.0,500,0.1,1000
78,78,2.4055287779774517,31.0,39581.0,500,0.1,1000
79,79,2.4365119570866227,31.0,40082.0,500,0.1,1000
80,80,2.4683564510196447,31.0,40583.0,500,0.1,1000
81,81,2.4998840710613877,31.0,41084.0,500,0.1,1000
82,82,2.5310532399453223,31.0,41585.0,500,0.1,1000
83,83,2.562550743110478,31.0,42086.0,500,0.1,1000
84,84,2.5931491320952773,31.0,42587.0,500,0.1,1000
85,85,2.6252691820263863,31.0,43088.0,500,0.1,1000
86,86,2.656438770936802,31.0,43589.0,500,0.1,1000
87,87,2.6851829360239208,31.0,44090.0,500,0.1,1000
88,88,2.7157346981111914,31.0,44591.0,500,0.1,1000
89,89,2.7460348680615425,31.0,45092.0,500,0.1,1000
90,90,2.7755069569684565,31.0,45593.0,500,0.1,1000
91,91,2.8068894951138645,31.0,46094.0,500,0.1,1000
