Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.0033662409987300634,1298.551899183571,100.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
1,0.06505664499854902,914.1804526394553,202.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
2,0.11652783899990027,914.1804526394553,303.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
3,0.16744498399930308,914.1804526394553,404.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
4,0.21664046600017173,914.1804526394553,505.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
5,0.26551662199926795,914.1804526394553,606.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
6,0.3146944109994365,914.1804526394553,707.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
7,0.36408536299859406,914.1804526394553,808.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
8,0.41334869299862476,914.1804526394553,909.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
9,0.46246888199857494,914.1804526394553,1010.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
10,0.5108781839990115,914.1804526394553,1111.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
11,0.5589264209993416,914.1804526394553,1212.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
12,0.6082258219994401,914.1804526394553,1313.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
13,0.6578584559993033,914.1804526394553,1414.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
14,0.7075092939994647,914.1804526394553,1515.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
15,0.7568274619989097,914.1804526394553,1616.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
16,0.8046521489995939,914.1804526394553,1717.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
17,0.8523413490001985,914.1804526394553,1818.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
18,0.9000423819998105,914.1804526394553,1919.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
19,0.9477277639998647,914.1804526394553,2020.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
20,0.9951506389988936,914.1804526394553,2121.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
21,1.0425992629989196,914.1804526394553,2222.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
22,1.0973442069989687,914.1804526394553,2323.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
23,1.1482524879993434,914.1804526394553,2424.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
24,1.1975291069993546,914.1804526394553,2525.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
25,1.2465145739988657,914.1804526394553,2626.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
26,1.2955242669995641,914.1804526394553,2727.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
27,1.3441751899990777,914.1804526394553,2828.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
28,1.395555475999572,914.1804526394553,2929.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
29,1.4469938719994389,914.1804526394553,3030.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
30,1.4964451420000842,914.1804526394553,3131.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
31,1.5453760649998003,914.1804526394553,3232.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
32,1.5950093109986483,914.1804526394553,3333.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
33,1.6448290729986184,914.1804526394553,3434.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
34,1.697516910999184,914.1804526394553,3535.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
35,1.7491385579996859,914.1804526394553,3636.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
36,1.7989847890003148,914.1804526394553,3737.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
37,1.8525534170003084,914.1804526394553,3838.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
38,1.9052719629999046,914.1804526394553,3939.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
39,1.9568352589994902,914.1804526394553,4040.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
40,2.008107483999993,914.1804526394553,4141.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
41,2.0574288409989094,914.1804526394553,4242.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
42,2.1065855659999215,914.1804526394553,4343.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
43,2.155624907998572,914.1804526394553,4444.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
44,2.204323644999022,914.1804526394553,4545.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
45,2.254191637999611,914.1804526394553,4646.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
46,2.3041650309987745,914.1804526394553,4747.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
47,2.357711094999104,914.1804526394553,4848.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
48,2.408196278000105,914.1804526394553,4949.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
49,2.4580604239999957,914.1804526394553,5050.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
50,2.5073801379985525,914.1804526394553,5151.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
51,2.5565907250002056,914.1804526394553,5252.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
52,2.6057428429994616,914.1804526394553,5353.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
53,2.6550805539991416,914.1804526394553,5454.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
54,2.7044609659988055,914.1804526394553,5555.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
55,2.755981113999951,914.1804526394553,5656.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
56,2.8058893870002066,914.1804526394553,5757.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
57,2.8550328799992712,914.1804526394553,5858.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
58,2.9062082139989798,914.1804526394553,5959.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
59,2.9563531349995174,914.1804526394553,6060.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
60,3.0058548969991534,914.1804526394553,6161.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
61,3.056032039999991,914.1804526394553,6262.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
62,3.106201978998797,914.1804526394553,6363.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
63,3.155145922999509,914.1804526394553,6464.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
64,3.204629620999185,914.1804526394553,6565.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
65,3.2559358439993957,914.1804526394553,6666.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
66,3.3055160849999083,914.1804526394553,6767.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
67,3.3545210960000986,914.1804526394553,6868.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
68,3.4035640379988763,914.1804526394553,6969.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
69,3.452630654999666,914.1804526394553,7070.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
70,3.50149478899948,914.1804526394553,7171.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
71,3.5505998190001264,914.1804526394553,7272.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
72,3.5994175159994484,914.1804526394553,7373.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
73,3.6482863719993475,914.1804526394553,7474.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
74,3.697359484998742,914.1804526394553,7575.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
75,3.746588232999784,914.1804526394553,7676.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
76,3.79777178599943,914.1804526394553,7777.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
77,3.8473752549998608,914.1804526394553,7878.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
78,3.8966034709992527,914.1804526394553,7979.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
79,3.945534874999794,914.1804526394553,8080.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
80,3.994816202999573,914.1804526394553,8181.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
81,4.0437723039995035,914.1804526394553,8282.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
82,4.094129671999326,914.1804526394553,8383.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
83,4.143711167998845,914.1804526394553,8484.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
84,4.192795291999573,914.1804526394553,8585.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
85,4.241831254999852,914.1804526394553,8686.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
86,4.373134251998636,914.1804526394553,8787.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
87,4.42236922200027,914.1804526394553,8888.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
88,4.47138961499877,914.1804526394553,8989.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
89,4.5203769149993605,914.1804526394553,9090.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
90,4.569494210998528,914.1804526394553,9191.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
91,4.618531688998701,914.1804526394553,9292.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
92,4.667616917999112,914.1804526394553,9393.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
93,4.716842873998758,914.1804526394553,9494.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
94,4.767792496999391,914.1804526394553,9595.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
95,4.819570431000102,914.1804526394553,9696.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
96,4.8690134389999,914.1804526394553,9797.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
97,4.9178882889991655,914.1804526394553,9898.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
98,4.966640956999981,914.1804526394553,9999.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
99,5.0156522059987765,914.1804526394553,10100.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
100,5.064633287998731,914.1804526394553,10201.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
101,5.11354324399872,914.1804526394553,10302.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
102,5.162399839999125,914.1804526394553,10403.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
103,5.211275763000231,914.1804526394553,10504.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
104,5.26032241899884,914.1804526394553,10605.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
105,5.309754935999081,914.1804526394553,10706.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
106,5.359233018998566,914.1804526394553,10807.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
107,5.408574244000192,914.1804526394553,10908.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
108,5.457812482998634,914.1804526394553,11009.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
109,5.506720225999743,914.1804526394553,11110.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
110,5.556073331999869,914.1804526394553,11211.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
111,5.605240107999634,914.1804526394553,11312.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
112,5.6544717279994074,914.1804526394553,11413.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
113,5.703915289999713,914.1804526394553,11514.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
114,5.7532392739994975,914.1804526394553,11615.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
115,5.802575281999452,914.1804526394553,11716.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
116,5.852174488998571,914.1804526394553,11817.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
117,5.901952804999382,914.1804526394553,11918.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
118,5.9514366229996085,914.1804526394553,12019.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
119,6.000605944998824,914.1804526394553,12120.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
120,6.049701136000294,914.1804526394553,12221.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
121,6.098751521998565,914.1804526394553,12322.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
122,6.147866790999615,914.1804526394553,12423.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
123,6.19706414599932,914.1804526394553,12524.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
124,6.246318818999498,914.1804526394553,12625.0,True,100,0.25,10000,0,0,10,10000,1000,100,0.25
